DateKey	DayNumberOfWeek	SpanishDayNameOfWeek	FrenchDayNameOfWeek	DayNumberOfMonth	DayNumberOfYear	WeekNumberOfYear	EnglishMonthName	SpanishMonthName	FrenchMonthName	MonthNumberOfYear	CalendarQuarter	CalendarYear	CalendarSemester	FiscalQuarter	FiscalYear	FiscalSemester	Friday	Monday	Saturday	Sunday	Thursday	Tuesday	Wednesday
20180802	5	Jueves	Jeudi	2	214	31	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	2018-08-02	null	null
20180803	6	Viernes	Vendredi	3	215	31	August	Agosto	Août	8	3	2018	2	1	2019	1	2018-08-03	null	null	null	null	null	null
20180804	7	Sábado	Samedi	4	216	31	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	2018-08-04	null	null	null	null
20180805	1	Domingo	Dimanche	5	217	32	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	2018-08-05	null	null	null
20180806	2	Lunes	Lundi	6	218	32	August	Agosto	Août	8	3	2018	2	1	2019	1	null	2018-08-06	null	null	null	null	null
20180807	3	Martes	Mardi	7	219	32	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	null	2018-08-07	null
20180808	4	Miércoles	Mercredi	8	220	32	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	null	null	2018-08-08
20180809	5	Jueves	Jeudi	9	221	32	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	2018-08-09	null	null
20180810	6	Viernes	Vendredi	10	222	32	August	Agosto	Août	8	3	2018	2	1	2019	1	2018-08-10	null	null	null	null	null	null
20180811	7	Sábado	Samedi	11	223	32	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	2018-08-11	null	null	null	null
20180812	1	Domingo	Dimanche	12	224	33	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	2018-08-12	null	null	null
20180813	2	Lunes	Lundi	13	225	33	August	Agosto	Août	8	3	2018	2	1	2019	1	null	2018-08-13	null	null	null	null	null
20180814	3	Martes	Mardi	14	226	33	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	null	2018-08-14	null
20180815	4	Miércoles	Mercredi	15	227	33	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	null	null	2018-08-15
20180816	5	Jueves	Jeudi	16	228	33	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	2018-08-16	null	null
20180817	6	Viernes	Vendredi	17	229	33	August	Agosto	Août	8	3	2018	2	1	2019	1	2018-08-17	null	null	null	null	null	null
20180818	7	Sábado	Samedi	18	230	33	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	2018-08-18	null	null	null	null
20180819	1	Domingo	Dimanche	19	231	34	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	2018-08-19	null	null	null
20180820	2	Lunes	Lundi	20	232	34	August	Agosto	Août	8	3	2018	2	1	2019	1	null	2018-08-20	null	null	null	null	null
20180821	3	Martes	Mardi	21	233	34	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	null	2018-08-21	null
20180822	4	Miércoles	Mercredi	22	234	34	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	null	null	2018-08-22
20180823	5	Jueves	Jeudi	23	235	34	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	2018-08-23	null	null
20180824	6	Viernes	Vendredi	24	236	34	August	Agosto	Août	8	3	2018	2	1	2019	1	2018-08-24	null	null	null	null	null	null
20180825	7	Sábado	Samedi	25	237	34	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	2018-08-25	null	null	null	null
20180826	1	Domingo	Dimanche	26	238	35	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	2018-08-26	null	null	null
20180827	2	Lunes	Lundi	27	239	35	August	Agosto	Août	8	3	2018	2	1	2019	1	null	2018-08-27	null	null	null	null	null
20180828	3	Martes	Mardi	28	240	35	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	null	2018-08-28	null
20180829	4	Miércoles	Mercredi	29	241	35	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	null	null	2018-08-29
20180830	5	Jueves	Jeudi	30	242	35	August	Agosto	Août	8	3	2018	2	1	2019	1	null	null	null	null	2018-08-30	null	null
20180831	6	Viernes	Vendredi	31	243	35	August	Agosto	Août	8	3	2018	2	1	2019	1	2018-08-31	null	null	null	null	null	null
20180901	7	Sábado	Samedi	1	244	35	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	2018-09-01	null	null	null	null
20180902	1	Domingo	Dimanche	2	245	36	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	2018-09-02	null	null	null
20180903	2	Lunes	Lundi	3	246	36	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	2018-09-03	null	null	null	null	null
20180904	3	Martes	Mardi	4	247	36	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	null	2018-09-04	null
20180905	4	Miércoles	Mercredi	5	248	36	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	null	null	2018-09-05
20180906	5	Jueves	Jeudi	6	249	36	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	2018-09-06	null	null
20180907	6	Viernes	Vendredi	7	250	36	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	2018-09-07	null	null	null	null	null	null
20180908	7	Sábado	Samedi	8	251	36	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	2018-09-08	null	null	null	null
20180909	1	Domingo	Dimanche	9	252	37	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	2018-09-09	null	null	null
20180910	2	Lunes	Lundi	10	253	37	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	2018-09-10	null	null	null	null	null
20180911	3	Martes	Mardi	11	254	37	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	null	2018-09-11	null
20180912	4	Miércoles	Mercredi	12	255	37	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	null	null	2018-09-12
20180913	5	Jueves	Jeudi	13	256	37	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	2018-09-13	null	null
20180914	6	Viernes	Vendredi	14	257	37	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	2018-09-14	null	null	null	null	null	null
20180915	7	Sábado	Samedi	15	258	37	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	2018-09-15	null	null	null	null
20180916	1	Domingo	Dimanche	16	259	38	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	2018-09-16	null	null	null
20180917	2	Lunes	Lundi	17	260	38	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	2018-09-17	null	null	null	null	null
20180918	3	Martes	Mardi	18	261	38	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	null	2018-09-18	null
20180919	4	Miércoles	Mercredi	19	262	38	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	null	null	2018-09-19
20180920	5	Jueves	Jeudi	20	263	38	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	2018-09-20	null	null
20180921	6	Viernes	Vendredi	21	264	38	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	2018-09-21	null	null	null	null	null	null
20180922	7	Sábado	Samedi	22	265	38	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	2018-09-22	null	null	null	null
20180923	1	Domingo	Dimanche	23	266	39	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	2018-09-23	null	null	null
20180924	2	Lunes	Lundi	24	267	39	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	2018-09-24	null	null	null	null	null
20180925	3	Martes	Mardi	25	268	39	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	null	2018-09-25	null
20180926	4	Miércoles	Mercredi	26	269	39	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	null	null	2018-09-26
20180927	5	Jueves	Jeudi	27	270	39	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	null	2018-09-27	null	null
20180928	6	Viernes	Vendredi	28	271	39	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	2018-09-28	null	null	null	null	null	null
20180929	7	Sábado	Samedi	29	272	39	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	2018-09-29	null	null	null	null
20180930	1	Domingo	Dimanche	30	273	40	September	Septiembre	Septembre	9	3	2018	2	1	2019	1	null	null	null	2018-09-30	null	null	null
20181001	2	Lunes	Lundi	1	274	40	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	2018-10-01	null	null	null	null	null
20181002	3	Martes	Mardi	2	275	40	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	2018-10-02	null
20181003	4	Miércoles	Mercredi	3	276	40	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-10-03
20181004	5	Jueves	Jeudi	4	277	40	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	2018-10-04	null	null
20181005	6	Viernes	Vendredi	5	278	40	October	Octubre	Octobre	10	4	2018	2	2	2019	1	2018-10-05	null	null	null	null	null	null
20181006	7	Sábado	Samedi	6	279	40	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	2018-10-06	null	null	null	null
20181007	1	Domingo	Dimanche	7	280	41	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	2018-10-07	null	null	null
20181008	2	Lunes	Lundi	8	281	41	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	2018-10-08	null	null	null	null	null
20181009	3	Martes	Mardi	9	282	41	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	2018-10-09	null
20181010	4	Miércoles	Mercredi	10	283	41	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-10-10
20181011	5	Jueves	Jeudi	11	284	41	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	2018-10-11	null	null
20181012	6	Viernes	Vendredi	12	285	41	October	Octubre	Octobre	10	4	2018	2	2	2019	1	2018-10-12	null	null	null	null	null	null
20181013	7	Sábado	Samedi	13	286	41	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	2018-10-13	null	null	null	null
20181014	1	Domingo	Dimanche	14	287	42	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	2018-10-14	null	null	null
20181015	2	Lunes	Lundi	15	288	42	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	2018-10-15	null	null	null	null	null
20181016	3	Martes	Mardi	16	289	42	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	2018-10-16	null
20181017	4	Miércoles	Mercredi	17	290	42	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-10-17
20181018	5	Jueves	Jeudi	18	291	42	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	2018-10-18	null	null
20181019	6	Viernes	Vendredi	19	292	42	October	Octubre	Octobre	10	4	2018	2	2	2019	1	2018-10-19	null	null	null	null	null	null
20181020	7	Sábado	Samedi	20	293	42	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	2018-10-20	null	null	null	null
20181021	1	Domingo	Dimanche	21	294	43	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	2018-10-21	null	null	null
20181022	2	Lunes	Lundi	22	295	43	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	2018-10-22	null	null	null	null	null
20181023	3	Martes	Mardi	23	296	43	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	2018-10-23	null
20181024	4	Miércoles	Mercredi	24	297	43	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-10-24
20181025	5	Jueves	Jeudi	25	298	43	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	2018-10-25	null	null
20181026	6	Viernes	Vendredi	26	299	43	October	Octubre	Octobre	10	4	2018	2	2	2019	1	2018-10-26	null	null	null	null	null	null
20181027	7	Sábado	Samedi	27	300	43	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	2018-10-27	null	null	null	null
20181028	1	Domingo	Dimanche	28	301	44	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	2018-10-28	null	null	null
20181029	2	Lunes	Lundi	29	302	44	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	2018-10-29	null	null	null	null	null
20181030	3	Martes	Mardi	30	303	44	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	2018-10-30	null
20181031	4	Miércoles	Mercredi	31	304	44	October	Octubre	Octobre	10	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-10-31
20181101	5	Jueves	Jeudi	1	305	44	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	2018-11-01	null	null
20181102	6	Viernes	Vendredi	2	306	44	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	2018-11-02	null	null	null	null	null	null
20181103	7	Sábado	Samedi	3	307	44	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	2018-11-03	null	null	null	null
20181104	1	Domingo	Dimanche	4	308	45	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	2018-11-04	null	null	null
20181105	2	Lunes	Lundi	5	309	45	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	2018-11-05	null	null	null	null	null
20181106	3	Martes	Mardi	6	310	45	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	null	2018-11-06	null
20181107	4	Miércoles	Mercredi	7	311	45	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-11-07
20181108	5	Jueves	Jeudi	8	312	45	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	2018-11-08	null	null
20181109	6	Viernes	Vendredi	9	313	45	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	2018-11-09	null	null	null	null	null	null
20181110	7	Sábado	Samedi	10	314	45	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	2018-11-10	null	null	null	null
20181111	1	Domingo	Dimanche	11	315	46	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	2018-11-11	null	null	null
20181112	2	Lunes	Lundi	12	316	46	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	2018-11-12	null	null	null	null	null
20181113	3	Martes	Mardi	13	317	46	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	null	2018-11-13	null
20181114	4	Miércoles	Mercredi	14	318	46	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-11-14
20181115	5	Jueves	Jeudi	15	319	46	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	2018-11-15	null	null
20181116	6	Viernes	Vendredi	16	320	46	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	2018-11-16	null	null	null	null	null	null
20181117	7	Sábado	Samedi	17	321	46	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	2018-11-17	null	null	null	null
20181118	1	Domingo	Dimanche	18	322	47	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	2018-11-18	null	null	null
20181119	2	Lunes	Lundi	19	323	47	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	2018-11-19	null	null	null	null	null
20181120	3	Martes	Mardi	20	324	47	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	null	2018-11-20	null
20181121	4	Miércoles	Mercredi	21	325	47	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-11-21
20181122	5	Jueves	Jeudi	22	326	47	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	2018-11-22	null	null
20181123	6	Viernes	Vendredi	23	327	47	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	2018-11-23	null	null	null	null	null	null
20181124	7	Sábado	Samedi	24	328	47	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	2018-11-24	null	null	null	null
20181125	1	Domingo	Dimanche	25	329	48	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	2018-11-25	null	null	null
20181126	2	Lunes	Lundi	26	330	48	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	2018-11-26	null	null	null	null	null
20181127	3	Martes	Mardi	27	331	48	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	null	2018-11-27	null
20181128	4	Miércoles	Mercredi	28	332	48	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-11-28
20181129	5	Jueves	Jeudi	29	333	48	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	null	null	null	null	2018-11-29	null	null
20181130	6	Viernes	Vendredi	30	334	48	November	Noviembre	Novembre	11	4	2018	2	2	2019	1	2018-11-30	null	null	null	null	null	null
20181201	7	Sábado	Samedi	1	335	48	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	2018-12-01	null	null	null	null
20181202	1	Domingo	Dimanche	2	336	49	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	2018-12-02	null	null	null
20181203	2	Lunes	Lundi	3	337	49	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	2018-12-03	null	null	null	null	null
20181204	3	Martes	Mardi	4	338	49	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	null	2018-12-04	null
20181205	4	Miércoles	Mercredi	5	339	49	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-12-05
20181206	5	Jueves	Jeudi	6	340	49	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	2018-12-06	null	null
20181207	6	Viernes	Vendredi	7	341	49	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	2018-12-07	null	null	null	null	null	null
20181208	7	Sábado	Samedi	8	342	49	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	2018-12-08	null	null	null	null
20181209	1	Domingo	Dimanche	9	343	50	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	2018-12-09	null	null	null
20181210	2	Lunes	Lundi	10	344	50	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	2018-12-10	null	null	null	null	null
20181211	3	Martes	Mardi	11	345	50	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	null	2018-12-11	null
20181212	4	Miércoles	Mercredi	12	346	50	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-12-12
20181213	5	Jueves	Jeudi	13	347	50	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	2018-12-13	null	null
20181214	6	Viernes	Vendredi	14	348	50	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	2018-12-14	null	null	null	null	null	null
20181215	7	Sábado	Samedi	15	349	50	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	2018-12-15	null	null	null	null
20181216	1	Domingo	Dimanche	16	350	51	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	2018-12-16	null	null	null
20181217	2	Lunes	Lundi	17	351	51	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	2018-12-17	null	null	null	null	null
20181218	3	Martes	Mardi	18	352	51	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	null	2018-12-18	null
20181219	4	Miércoles	Mercredi	19	353	51	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-12-19
20181220	5	Jueves	Jeudi	20	354	51	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	2018-12-20	null	null
20181221	6	Viernes	Vendredi	21	355	51	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	2018-12-21	null	null	null	null	null	null
20181222	7	Sábado	Samedi	22	356	51	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	2018-12-22	null	null	null	null
20181223	1	Domingo	Dimanche	23	357	52	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	2018-12-23	null	null	null
20181224	2	Lunes	Lundi	24	358	52	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	2018-12-24	null	null	null	null	null
20181225	3	Martes	Mardi	25	359	52	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	null	2018-12-25	null
20181226	4	Miércoles	Mercredi	26	360	52	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	null	null	2018-12-26
20181227	5	Jueves	Jeudi	27	361	52	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	null	2018-12-27	null	null
20181228	6	Viernes	Vendredi	28	362	52	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	2018-12-28	null	null	null	null	null	null
20181229	7	Sábado	Samedi	29	363	52	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	2018-12-29	null	null	null	null
20181230	1	Domingo	Dimanche	30	364	53	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	null	null	2018-12-30	null	null	null
20181231	2	Lunes	Lundi	31	365	53	December	Diciembre	Décembre	12	4	2018	2	2	2019	1	null	2018-12-31	null	null	null	null	null
20190101	3	Martes	Mardi	1	1	1	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	2019-01-01	null
20190102	4	Miércoles	Mercredi	2	2	1	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	null	2019-01-02
20190103	5	Jueves	Jeudi	3	3	1	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	2019-01-03	null	null
20190104	6	Viernes	Vendredi	4	4	1	January	Enero	Janvier	1	1	2019	1	3	2019	2	2019-01-04	null	null	null	null	null	null
20190105	7	Sábado	Samedi	5	5	1	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	2019-01-05	null	null	null	null
20190106	1	Domingo	Dimanche	6	6	2	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	2019-01-06	null	null	null
20190107	2	Lunes	Lundi	7	7	2	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	2019-01-07	null	null	null	null	null
20190108	3	Martes	Mardi	8	8	2	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	2019-01-08	null
20190109	4	Miércoles	Mercredi	9	9	2	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	null	2019-01-09
20190110	5	Jueves	Jeudi	10	10	2	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	2019-01-10	null	null
20190111	6	Viernes	Vendredi	11	11	2	January	Enero	Janvier	1	1	2019	1	3	2019	2	2019-01-11	null	null	null	null	null	null
20190112	7	Sábado	Samedi	12	12	2	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	2019-01-12	null	null	null	null
20190113	1	Domingo	Dimanche	13	13	3	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	2019-01-13	null	null	null
20190114	2	Lunes	Lundi	14	14	3	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	2019-01-14	null	null	null	null	null
20190115	3	Martes	Mardi	15	15	3	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	2019-01-15	null
20190116	4	Miércoles	Mercredi	16	16	3	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	null	2019-01-16
20190117	5	Jueves	Jeudi	17	17	3	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	2019-01-17	null	null
20190118	6	Viernes	Vendredi	18	18	3	January	Enero	Janvier	1	1	2019	1	3	2019	2	2019-01-18	null	null	null	null	null	null
20190119	7	Sábado	Samedi	19	19	3	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	2019-01-19	null	null	null	null
20190120	1	Domingo	Dimanche	20	20	4	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	2019-01-20	null	null	null
20190121	2	Lunes	Lundi	21	21	4	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	2019-01-21	null	null	null	null	null
20190122	3	Martes	Mardi	22	22	4	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	2019-01-22	null
20190123	4	Miércoles	Mercredi	23	23	4	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	null	2019-01-23
20190124	5	Jueves	Jeudi	24	24	4	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	2019-01-24	null	null
20190125	6	Viernes	Vendredi	25	25	4	January	Enero	Janvier	1	1	2019	1	3	2019	2	2019-01-25	null	null	null	null	null	null
20190126	7	Sábado	Samedi	26	26	4	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	2019-01-26	null	null	null	null
20190127	1	Domingo	Dimanche	27	27	5	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	2019-01-27	null	null	null
20190128	2	Lunes	Lundi	28	28	5	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	2019-01-28	null	null	null	null	null
20190129	3	Martes	Mardi	29	29	5	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	2019-01-29	null
20190130	4	Miércoles	Mercredi	30	30	5	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	null	null	2019-01-30
20190131	5	Jueves	Jeudi	31	31	5	January	Enero	Janvier	1	1	2019	1	3	2019	2	null	null	null	null	2019-01-31	null	null
20190201	6	Viernes	Vendredi	1	32	5	February	Febrero	Février	2	1	2019	1	3	2019	2	2019-02-01	null	null	null	null	null	null
20190202	7	Sábado	Samedi	2	33	5	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	2019-02-02	null	null	null	null
20190203	1	Domingo	Dimanche	3	34	6	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	null	2019-02-03	null	null	null
20190204	2	Lunes	Lundi	4	35	6	February	Febrero	Février	2	1	2019	1	3	2019	2	null	2019-02-04	null	null	null	null	null
20190205	3	Martes	Mardi	5	36	6	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	null	null	null	2019-02-05	null
20190206	4	Miércoles	Mercredi	6	37	6	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	null	null	null	null	2019-02-06
20190207	5	Jueves	Jeudi	7	38	6	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	null	null	2019-02-07	null	null
20190208	6	Viernes	Vendredi	8	39	6	February	Febrero	Février	2	1	2019	1	3	2019	2	2019-02-08	null	null	null	null	null	null
20190209	7	Sábado	Samedi	9	40	6	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	2019-02-09	null	null	null	null
20190210	1	Domingo	Dimanche	10	41	7	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	null	2019-02-10	null	null	null
20190211	2	Lunes	Lundi	11	42	7	February	Febrero	Février	2	1	2019	1	3	2019	2	null	2019-02-11	null	null	null	null	null
20190212	3	Martes	Mardi	12	43	7	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	null	null	null	2019-02-12	null
20190213	4	Miércoles	Mercredi	13	44	7	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	null	null	null	null	2019-02-13
20190214	5	Jueves	Jeudi	14	45	7	February	Febrero	Février	2	1	2019	1	3	2019	2	null	null	null	null	2019-02-14	null	null
20190215	6	Viernes	Vendredi	15	46	7	February	Febrero	Février	2	1	2019	1	3	2019	2	2019-02-15	null	null	null	null	null	null
