FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount
17185,20181001,8,6,1,76,5992,1
17186,20181001,8,6,1,77,661,7
17187,20181001,8,6,1,78,220,78
17188,20181001,8,6,1,80,819,28
17189,20181001,8,6,1,81,507,15
17190,20181001,8,6,1,82,52,6
17191,20181001,8,6,1,83,182,9
17192,20181001,8,6,1,84,163,21
17193,20181001,8,6,1,85,146,54
17194,20181001,8,6,1,87,682,91
17195,20181001,8,6,1,89,160,18
17196,20181001,8,6,1,90,243,51
17197,20181001,8,6,1,91,-192,85
17198,20181001,8,6,1,92,325,33
17199,20181001,8,6,1,94,80532,88
17200,20181001,8,6,1,96,5
17201,20181001,8,6,1,97,1268
17202,20181001,8,6,1,99,34500
17203,20181001,8,6,1,101,724758,52
17204,20181001,8,7,1,4,1032941,54
17205,20181001,8,7,1,6,1668906,42
17206,20181001,8,7,1,7,48412,59
17207,20181001,8,7,1,8,33377,46
17208,20181001,8,7,1,13,235316,07
17209,20181001,8,7,1,14,178574,11
17210,20181001,8,7,1,15,327105,66
17211,20181001,8,7,1,18,13513,45
17212,20181001,8,7,1,19,43057,94
17213,20181001,8,7,1,20,12296,76
17214,20181001,8,7,1,21,77129,79
17215,20181001,8,7,1,22,11477,05
17216,20181001,8,7,1,23,4739,05
17217,20181001,8,7,1,24,26718,25
17218,20181001,8,7,1,28,23583,34
17219,20181001,8,7,1,29,182092,35
17220,20181001,8,7,1,31,76916,15
17221,20181001,8,7,1,32,32539,57
17222,20181001,8,7,1,33,25448,53
17223,20181001,8,7,1,34,122663,97
17224,20181001,8,7,1,35,118479,05
17225,20181001,8,7,1,37,101695,4
17226,20181001,8,7,1,38,33541,1
17227,20181001,8,7,1,39,70446,33
17228,20181001,8,7,1,40,34416,87
17229,20181001,8,7,1,43,1882468,06
17230,20181001,8,7,1,46,1234465,98
17231,20181001,8,7,1,100,21227,23
17232,20181001,11,1,1,60,14314,86
17233,20181001,11,1,1,61,1616,75
17234,20181001,11,1,1,62,881,63
17235,20181001,11,1,1,65,144,38
17236,20181001,11,1,1,66,131,61
17237,20181001,11,1,1,67,69,91
17238,20181001,11,1,1,68,51,82
17239,20181001,11,1,1,69,15,65
17240,20181001,11,1,1,71,22,04
17241,20181001,11,1,1,73,100,76
17242,20181001,11,1,1,74,163,53
17243,20181001,11,1,1,76,128,42
17244,20181001,11,1,1,77,230,55
17245,20181001,11,1,1,78,83,74
17246,20181001,11,1,1,80,308,21
17247,20181001,11,1,1,81,191,19
17248,20181001,11,1,1,82,20,97
17249,20181001,11,1,1,83,70,97
17250,20181001,11,1,1,84,64,59
17251,20181001,11,1,1,85,57,14
17252,20181001,11,1,1,87,240,13
17253,20181001,11,1,1,89,124,17
17254,20181001,11,1,1,90,190,12
17255,20181001,11,1,1,91,-150,3
17256,20181001,11,1,1,92,253,96
17257,20181001,11,1,1,94,56,08
17258,20181001,11,1,1,96,5
17259,20181001,11,2,1,12,21993,72
17260,20181001,11,2,1,60,6108,32
17261,20181001,11,2,1,61,501,83
17262,20181001,11,2,1,62,627,37
17263,20181001,11,2,1,65,96,51
17264,20181001,11,2,1,66,87,99
17265,20181001,11,2,1,67,43,31
17266,20181001,11,2,1,68,32,67
17267,20181001,11,2,1,69,10,33
17268,20181001,11,2,1,71,14,59
17269,20181001,11,2,1,73,56,08
17270,20181001,11,2,1,74,232,68
17271,20181001,11,2,1,76,59,27
17272,20181001,11,2,1,77,106,08
17273,20181001,11,2,1,78,37,99
17274,20181001,11,2,1,80,115,65
17275,20181001,11,2,1,81,72,04
17276,20181001,11,2,1,82,8,21
17277,20181001,11,2,1,83,26,29
17278,20181001,11,2,1,84,23,1
17279,20181001,11,2,1,85,20,97
17280,20181001,11,2,1,87,96,51
17281,20181001,11,2,1,89,44,38
17282,20181001,11,2,1,90,67,78
17283,20181001,11,2,1,91,-52,43
17284,20181001,11,2,1,92,90,12
17285,20181001,11,2,1,94,20,97
17286,20181001,11,2,1,96,2
17287,20181001,11,3,1,60,9733,92
17288,20181001,11,3,1,61,1099,72
17289,20181001,11,3,1,62,999,71
17290,20181001,11,3,1,65,140,12
17291,20181001,11,3,1,66,127,36
17292,20181001,11,3,1,67,63,53
17293,20181001,11,3,1,68,47,57
17294,20181001,11,3,1,69,14,59
17295,20181001,11,3,1,71,22,04
17296,20181001,11,3,1,73,81,61
17297,20181001,11,3,1,74,230,55
17298,20181001,11,3,1,76,87,99
17299,20181001,11,3,1,77,157,15
17300,20181001,11,3,1,78,46,5
17301,20181001,11,3,1,80,163,53
17302,20181001,11,3,1,81,101,82
17303,20181001,11,3,1,82,11,4
17304,20181001,11,3,1,83,35,87
17305,20181001,11,3,1,84,30,55
17306,20181001,11,3,1,85,28,42
17307,20181001,11,3,1,87,144,38
17308,20181001,11,3,1,89,59,27
17309,20181001,11,3,1,90,90,12
17310,20181001,11,3,1,91,-70,52
17311,20181001,11,3,1,92,119,91
17312,20181001,11,3,1,94,29,48
17313,20181001,11,3,1,96,3
17314,20181001,11,4,1,60,13106,32
17315,20181001,11,4,1,61,1345,47
17316,20181001,11,4,1,62,807,16
17317,20181001,11,4,1,65,107,14
17318,20181001,11,4,1,66,97,57
17319,20181001,11,4,1,67,51,82
17320,20181001,11,4,1,68,39,06
17321,20181001,11,4,1,69,11,4
17322,20181001,11,4,1,71,17,78
17323,20181001,11,4,1,73,78,42
17324,20181001,11,4,1,74,149,7
17325,20181001,11,4,1,76,100,76
17326,20181001,11,4,1,77,180,55
17327,20181001,11,4,1,78,68,85
17328,20181001,11,4,1,80,242,25
17329,20181001,11,4,1,81,149,7
17330,20181001,11,4,1,82,16,72
17331,20181001,11,4,1,83,56,08
17332,20181001,11,4,1,84,49,7
17333,20181001,11,4,1,85,44,38
17334,20181001,11,4,1,87,192,25
17335,20181001,11,4,1,89,96,51
17336,20181001,11,4,1,90,148,63
17337,20181001,11,4,1,91,-117,32
17338,20181001,11,4,1,92,197,57
17339,20181001,11,4,1,94,44,38
17340,20181001,11,4,1,96,4
17341,20181001,11,5,1,60,3085,92
17342,20181001,11,5,1,61,380,55
17343,20181001,11,5,1,62,159,27
17344,20181001,11,5,1,65,23,1
17345,20181001,11,5,1,66,20,97
17346,20181001,11,5,1,67,12,46
17347,20181001,11,5,1,68,9,27
17348,20181001,11,5,1,69,2,89
17349,20181001,11,5,1,71,3,95
17350,20181001,11,5,1,73,17,78
17351,20181001,11,5,1,74,123,1
17352,20181001,11,5,1,76,25,23
17353,20181001,11,5,1,77,44,38
17354,20181001,11,5,1,78,27,36
17355,20181001,11,5,1,80,60,33
17356,20181001,11,5,1,81,37,99
17357,20181001,11,5,1,82,5,01
17358,20181001,11,5,1,83,14,59
17359,20181001,11,5,1,84,12,46
17360,20181001,11,5,1,85,11,4
17361,20181001,11,5,1,87,48,63
17362,20181001,11,5,1,89,24,16
17363,20181001,11,5,1,90,35,87
17364,20181001,11,5,1,91,-26,9
17365,20181001,11,5,1,92,48,63
17366,20181001,11,5,1,94,11,4
17367,20181001,11,5,1,96,1
17368,20181001,11,6,1,52,709,28
17369,20181001,11,6,1,53,2128,46
17370,20181001,11,6,1,54,980,56
17371,20181001,11,6,1,56,16781,92
17372,20181001,11,6,1,57,7095,57
17373,20181001,11,6,1,60,17367,04
17374,20181001,11,6,1,61,1782,71
17375,20181001,11,6,1,62,1248,65
17376,20181001,11,6,1,63,710,35
17377,20181001,11,6,1,65,195,44
17378,20181001,11,6,1,66,178,42
17379,20181001,11,6,1,67,90,12
17380,20181001,11,6,1,68,67,78
17381,20181001,11,6,1,69,19,91
17382,20181001,11,6,1,71,29,48
17383,20181001,11,6,1,72,72,04
17384,20181001,11,6,1,73,129,48
17385,20181001,11,6,1,74,181,61
17386,20181001,11,6,1,76,434,81
17387,20181001,11,6,1,77,282,68
17388,20181001,11,6,1,78,93,31
17389,20181001,11,6,1,80,352,89
17390,20181001,11,6,1,81,218,85
17391,20181001,11,6,1,82,23,1
17392,20181001,11,6,1,83,80,55
17393,20181001,11,6,1,84,72,04
17394,20181001,11,6,1,85,64,59
17395,20181001,11,6,1,87,288
17396,20181001,11,6,1,89,139,06
17397,20181001,11,6,1,90,212,47
17398,20181001,11,6,1,91,-168,39
17399,20181001,11,6,1,92,283,74
17400,20181001,11,6,1,94,2245,48
17401,20181001,11,6,1,96,6
17402,20181001,11,6,1,97,302
17403,20181001,11,6,1,99,27000
17404,20181001,11,6,1,101,70951,02
17405,20181001,11,7,1,4,90462,02
17406,20181001,11,7,1,6,348311,5
17407,20181001,11,7,1,7,9574,34
17408,20181001,11,7,1,8,6966,85
17409,20181001,11,7,1,13,53292,18
17410,20181001,11,7,1,14,36920,6
17411,20181001,11,7,1,15,64089,19
17412,20181001,11,7,1,18,3795,51
17413,20181001,11,7,1,19,12093,54
17414,20181001,11,7,1,20,3832,75
17415,20181001,11,7,1,21,59855,07
17416,20181001,11,7,1,22,3288,05
17417,20181001,11,7,1,23,1330,57
17418,20181001,11,7,1,24,7022,17
17419,20181001,11,7,1,28,5420,01
17420,20181001,11,7,1,29,54307,09
17421,20181001,11,7,1,31,54668,8
17422,20181001,11,7,1,32,8436,02
17423,20181001,11,7,1,33,7074,3
17424,20181001,11,7,1,34,24137,38
17425,20181001,11,7,1,35,33583,3
17426,20181001,11,7,1,37,25233,14
17427,20181001,11,7,1,38,9793,49
17428,20181001,11,7,1,39,55226,26
17429,20181001,11,7,1,40,7909,42
17430,20181001,11,7,1,43,271277,1
17431,20181001,11,7,1,46,160282,17
17432,20181001,11,7,1,100,5479,58
17433,20181001,12,1,1,60,1349,72
17434,20181001,12,1,1,61,125,23
17435,20181001,12,1,1,62,69,91
17436,20181001,12,1,1,65,10,33
17437,20181001,12,1,1,66,9,27
17438,20181001,12,1,1,67,5,01
17439,20181001,12,1,1,68,3,95
17440,20181001,12,1,1,69,1,82
17441,20181001,12,1,1,71,1,82
17442,20181001,12,1,1,73,8,21
17443,20181001,12,1,1,74,27,36
17444,20181001,12,1,1,76,10,33
17445,20181001,12,1,1,77,18,84
17446,20181001,12,1,1,78,8,21
17447,20181001,12,1,1,80,23,1
17448,20181001,12,1,1,81,14,59
17449,20181001,12,1,1,82,1,82
17450,20181001,12,1,1,83,6,08
17451,20181001,12,1,1,84,5,01
17452,20181001,12,1,1,85,5,01
17453,20181001,12,1,1,87,19,91
17454,20181001,12,1,1,89,42,25
17455,20181001,12,1,1,90,64,59
17456,20181001,12,1,1,91,-50,3
17457,20181001,12,1,1,92,85,87
17458,20181001,12,1,1,96,2
17459,20181001,12,2,1,12,1764,62
17460,20181001,12,2,1,60,1183,76
17461,20181001,12,2,1,61,97,57
17462,20181001,12,2,1,62,110,34
17463,20181001,12,2,1,65,17,78
17464,20181001,12,2,1,66,16,72
17465,20181001,12,2,1,67,8,21
17466,20181001,12,2,1,68,6,08
17467,20181001,12,2,1,69,2,89
17468,20181001,12,2,1,71,2,89
17469,20181001,12,2,1,73,11,4
17470,20181001,12,2,1,74,43,31
17471,20181001,12,2,1,76,12,46
17472,20181001,12,2,1,77,20,97
17473,20181001,12,2,1,78,8,21
17474,20181001,12,2,1,80,23,1
17475,20181001,12,2,1,81,14,59
17476,20181001,12,2,1,82,1,82
17477,20181001,12,2,1,83,6,08
17478,20181001,12,2,1,84,5,01
17479,20181001,12,2,1,85,5,01
17480,20181001,12,2,1,87,19,91
17481,20181001,12,2,1,89,43,31
17482,20181001,12,2,1,90,65,65
17483,20181001,12,2,1,91,-51,37
17484,20181001,12,2,1,92,87,99
17485,20181001,12,2,1,96,2
17486,20181001,12,6,1,52,48,63
17487,20181001,12,6,1,56,2147,61
17488,20181001,12,6,1,57,120,97
17489,20181001,12,6,1,60,4161,47
17490,20181001,12,6,1,61,469,92
17491,20181001,12,6,1,62,342,25
17492,20181001,12,6,1,63,15,65
17493,20181001,12,6,1,65,43,31
17494,20181001,12,6,1,66,39,06
17495,20181001,12,6,1,67,20,97
17496,20181001,12,6,1,68,15,65
17497,20181001,12,6,1,69,5,01
17498,20181001,12,6,1,71,7,14
17499,20181001,12,6,1,72,2,89
17500,20181001,12,6,1,73,28,42
17501,20181001,12,6,1,74,39,06
17502,20181001,12,6,1,76,36,93
17503,20181001,12,6,1,77,59,27
17504,20181001,12,6,1,78,18,84
17505,20181001,12,6,1,80,72,04
17506,20181001,12,6,1,81,44,38
17507,20181001,12,6,1,82,5,01
17508,20181001,12,6,1,83,16,72
17509,20181001,12,6,1,84,14,59
17510,20181001,12,6,1,85,13,53
17511,20181001,12,6,1,87,58,21
17512,20181001,12,6,1,89,139,06
17513,20181001,12,6,1,90,212,47
17514,20181001,12,6,1,91,-168,39
17515,20181001,12,6,1,92,283,74
17516,20181001,12,6,1,96,6
17517,20181001,12,6,1,97,14
17518,20181001,12,6,1,99,35000
17519,20181001,12,6,1,101,4811,49
17520,20181001,12,7,1,4,5715,76
17521,20181001,12,7,1,6,10346,7
17522,20181001,12,7,1,7,360,34
17523,20181001,12,7,1,8,207,15
17524,20181001,12,7,1,13,1521
17525,20181001,12,7,1,14,1014,61
17526,20181001,12,7,1,15,2276,33
17527,20181001,12,7,1,18,3795,51
17528,20181001,12,7,1,19,12093,54
17529,20181001,12,7,1,20,3643,38
17530,20181001,12,7,1,21,30805,59
17531,20181001,12,7,1,22,3288,05
17532,20181001,12,7,1,23,1330,57
17533,20181001,12,7,1,24,7573,24
17534,20181001,12,7,1,28,5540,22
17535,20181001,12,7,1,29,57466,72
17536,20181001,12,7,1,31,26032,1
17537,20181001,12,7,1,32,7996,65
17538,20181001,12,7,1,33,7147,7
17539,20181001,12,7,1,34,796,52
17540,20181001,12,7,1,35,28653,42
17541,20181001,12,7,1,37,30502,39
17542,20181001,12,7,1,38,8394,53
17543,20181001,12,7,1,39,24172,49
17544,20181001,12,7,1,40,8084,95
17545,20181001,12,7,1,43,-104157,55
17546,20181001,12,7,1,46,-20795,68
17547,20181001,12,7,1,100,5901,93
17548,20181101,3,1,1,60,105248
17549,20181101,3,1,1,61,8639
17550,20181101,3,1,1,62,6479
17551,20181101,3,1,1,65,864
17552,20181101,3,1,1,66,786
17553,20181101,3,1,1,67,400
17554,20181101,3,1,1,68,304
17555,20181101,3,1,1,69,86
17556,20181101,3,1,1,71,124
17557,20181101,3,1,1,73,603
17558,20181101,3,1,1,74,374
17559,20181101,3,1,1,76,760
17560,20181101,3,1,1,77,1368
17561,20181101,3,1,1,78,424
17562,20181101,3,1,1,80,1780
17563,20181101,3,1,1,81,1102
17564,20181101,3,1,1,82,114
17565,20181101,3,1,1,83,397
17566,20181101,3,1,1,84,355
17567,20181101,3,1,1,85,317
17568,20181101,3,1,1,87,1440
17569,20181101,3,1,1,89,346
17570,20181101,3,1,1,90,532
17571,20181101,3,1,1,91,-426
17572,20181101,3,1,1,92,710
17573,20181101,3,1,1,94,163
17574,20181101,3,1,1,96,16
17575,20181101,3,2,1,12,161897
17576,20181101,3,6,1,52,10558
17577,20181101,3,6,1,53,7918
17578,20181101,3,6,1,54,438
17579,20181101,3,6,1,56,134925
17580,20181101,3,6,1,57,13198
17581,20181101,3,6,1,60,59202
17582,20181101,3,6,1,61,6074
17583,20181101,3,6,1,62,3644
17584,20181101,3,6,1,63,15837
17585,20181101,3,6,1,65,605
17586,20181101,3,6,1,66,550
17587,20181101,3,6,1,67,286
17588,20181101,3,6,1,68,209
17589,20181101,3,6,1,69,61
17590,20181101,3,6,1,71,85
17591,20181101,3,6,1,72,1583
17592,20181101,3,6,1,73,414
17593,20181101,3,6,1,74,348
17594,20181101,3,6,1,76,4582
17595,20181101,3,6,1,77,950
17596,20181101,3,6,1,78,285
17597,20181101,3,6,1,80,1108
17598,20181101,3,6,1,81,686
17599,20181101,3,6,1,82,68
17600,20181101,3,6,1,83,237
17601,20181101,3,6,1,84,202
17602,20181101,3,6,1,85,190
17603,20181101,3,6,1,87,990
17604,20181101,3,6,1,89,197
17605,20181101,3,6,1,90,303
17606,20181101,3,6,1,91,-242
17607,20181101,3,6,1,92,404
17608,20181101,3,6,1,94,15639
17609,20181101,3,6,1,96,11
17610,20181101,3,6,1,97,1133
17611,20181101,3,6,1,99,45000
17612,20181101,3,6,1,101,527925
17613,20181101,3,7,1,4,770078
17614,20181101,3,7,1,6,735877
17615,20181101,3,7,1,7,23525
17616,20181101,3,7,1,8,14717
17617,20181101,3,7,1,13,104862
17618,20181101,3,7,1,14,71380
17619,20181101,3,7,1,15,147175
17620,20181101,3,7,1,18,17836
17621,20181101,3,7,1,19,56836
17622,20181101,3,7,1,20,19441
17623,20181101,3,7,1,21,83191
17624,20181101,3,7,1,22,15301
17625,20181101,3,7,1,23,6381
17626,20181101,3,7,1,24,32357
17627,20181101,3,7,1,28,25753
17628,20181101,3,7,1,29,272586
17629,20181101,3,7,1,31,77481
17630,20181101,3,7,1,32,38822
17631,20181101,3,7,1,33,37748
17632,20181101,3,7,1,34,47905
17633,20181101,3,7,1,35,254891
17634,20181101,3,7,1,37,213961
17635,20181101,3,7,1,38,42520
17636,20181101,3,7,1,39,79654
17637,20181101,3,7,1,40,37583
17638,20181101,3,7,1,43,659279
17639,20181101,3,7,1,46,446918
17640,20181101,3,7,1,60,11122
17641,20181101,3,7,1,61,913
17642,20181101,3,7,1,62,1027
17643,20181101,3,7,1,65,156
17644,20181101,3,7,1,66,141
17645,20181101,3,7,1,67,70
17646,20181101,3,7,1,68,54
17647,20181101,3,7,1,69,16
17648,20181101,3,7,1,71,23
17649,20181101,3,7,1,73,96
17650,20181101,3,7,1,74,386
17651,20181101,3,7,1,76,105
17652,20181101,3,7,1,77,189
17653,20181101,3,7,1,78,57
17654,20181101,3,7,1,80,197
17655,20181101,3,7,1,81,122
17656,20181101,3,7,1,82,12
17657,20181101,3,7,1,83,41
17658,20181101,3,7,1,84,35
17659,20181101,3,7,1,85,33
17660,20181101,3,7,1,87,180
17661,20181101,3,7,1,89,34
17662,20181101,3,7,1,90,52
17663,20181101,3,7,1,91,-42
17664,20181101,3,7,1,92,70
17665,20181101,3,7,1,94,18
17666,20181101,3,7,1,96,2
17667,20181101,3,7,1,100,25753
17668,20181101,4,1,1,60,52047
17669,20181101,4,1,1,61,5874
17670,20181101,4,1,1,62,5340
17671,20181101,4,1,1,65,718
17672,20181101,4,1,1,66,653
17673,20181101,4,1,1,67,321
17674,20181101,4,1,1,68,245
17675,20181101,4,1,1,69,72
17676,20181101,4,1,1,71,110
17677,20181101,4,1,1,73,428
17678,20181101,4,1,1,74,315
17679,20181101,4,1,1,76,456
17680,20181101,4,1,1,77,821
17681,20181101,4,1,1,78,215
17682,20181101,4,1,1,80,834
17683,20181101,4,1,1,81,516
17684,20181101,4,1,1,82,50
17685,20181101,4,1,1,83,175
17686,20181101,4,1,1,84,147
17687,20181101,4,1,1,85,140
17688,20181101,4,1,1,87,761
17689,20181101,4,1,1,89,220
17690,20181101,4,1,1,90,339
17691,20181101,4,1,1,91,-271
17692,20181101,4,1,1,92,452
17693,20181101,4,1,1,94,257
17694,20181101,4,1,1,96,13
17695,20181101,4,2,1,12,146481
17696,20181101,4,6,1,52,13183
17697,20181101,4,6,1,53,19775
17698,20181101,4,6,1,54,1846
17699,20181101,4,6,1,56,106519
17700,20181101,4,6,1,60,33933
17701,20181101,4,6,1,61,3830
17702,20181101,4,6,1,62,3134
17703,20181101,4,6,1,63,11425
17704,20181101,4,6,1,65,474
17705,20181101,4,6,1,66,431
17706,20181101,4,6,1,67,211
17707,20181101,4,6,1,68,158
17708,20181101,4,6,1,69,47
17709,20181101,4,6,1,71,68
17710,20181101,4,6,1,72,285
17711,20181101,4,6,1,73,281
17712,20181101,4,6,1,74,287
17713,20181101,4,6,1,76,2732
17714,20181101,4,6,1,77,558
17715,20181101,4,6,1,78,157
17716,20181101,4,6,1,80,620
17717,20181101,4,6,1,81,384
17718,20181101,4,6,1,82,39
17719,20181101,4,6,1,83,137
17720,20181101,4,6,1,84,120
17721,20181101,4,6,1,85,109
17722,20181101,4,6,1,87,527
17723,20181101,4,6,1,89,181
17724,20181101,4,6,1,90,278
17725,20181101,4,6,1,91,-222
17726,20181101,4,6,1,92,370
17727,20181101,4,6,1,94,30631
17728,20181101,4,6,1,96,9
17729,20181101,4,6,1,97,990
17730,20181101,4,6,1,99,63000
17731,20181101,4,6,1,101,439445
17732,20181101,4,7,1,4,583636
17733,20181101,4,7,1,6,465672
17734,20181101,4,7,1,7,12883
17735,20181101,4,7,1,8,9313
17736,20181101,4,7,1,13,72644
17737,20181101,4,7,1,14,47498
17738,20181101,4,7,1,15,83820
17739,20181101,4,7,1,18,14268
17740,20181101,4,7,1,19,45468
17741,20181101,4,7,1,20,14981
17742,20181101,4,7,1,21,65492
17743,20181101,4,7,1,22,12118
17744,20181101,4,7,1,23,5054
17745,20181101,4,7,1,24,24591
17746,20181101,4,7,1,28,22867
17747,20181101,4,7,1,29,194274
17748,20181101,4,7,1,31,52187
17749,20181101,4,7,1,32,36344
17750,20181101,4,7,1,33,29090
17751,20181101,4,7,1,34,33900
17752,20181101,4,7,1,35,182345
17753,20181101,4,7,1,37,192344
17754,20181101,4,7,1,38,37523
17755,20181101,4,7,1,39,52736
17756,20181101,4,7,1,40,33371
17757,20181101,4,7,1,43,214601
17758,20181101,4,7,1,46,497885
17759,20181101,4,7,1,100,24452
17760,20181101,5,1,1,60,36732
17761,20181101,5,1,1,61,4145
17762,20181101,5,1,1,62,2638
17763,20181101,5,1,1,65,392
17764,20181101,5,1,1,66,356
17765,20181101,5,1,1,67,182
17766,20181101,5,1,1,68,135
17767,20181101,5,1,1,69,39
17768,20181101,5,1,1,71,61
17769,20181101,5,1,1,73,263
17770,20181101,5,1,1,74,261
17771,20181101,5,1,1,76,327
17772,20181101,5,1,1,77,589
17773,20181101,5,1,1,78,171
17774,20181101,5,1,1,80,644
17775,20181101,5,1,1,81,399
17776,20181101,5,1,1,82,38
17777,20181101,5,1,1,83,135
17778,20181101,5,1,1,84,110
17779,20181101,5,1,1,85,108
17780,20181101,5,1,1,87,608
17781,20181101,5,1,1,89,144
17782,20181101,5,1,1,90,221
17783,20181101,5,1,1,91,-177
17784,20181101,5,1,1,92,295
17785,20181101,5,1,1,94,234
17786,20181101,5,1,1,96,9
17787,20181101,5,2,1,12,146871
17788,20181101,5,6,1,52,17624
17789,20181101,5,6,1,53,6609
17790,20181101,5,6,1,54,111
17791,20181101,5,6,1,56,95800
17792,20181101,5,6,1,57,11015
17793,20181101,5,6,1,60,48438
17794,20181101,5,6,1,61,4970
17795,20181101,5,6,1,62,3479
17796,20181101,5,6,1,63,13218
17797,20181101,5,6,1,65,443
17798,20181101,5,6,1,66,402
17799,20181101,5,6,1,67,203
17800,20181101,5,6,1,68,158
17801,20181101,5,6,1,69,44
17802,20181101,5,6,1,71,68
17803,20181101,5,6,1,72,661
17804,20181101,5,6,1,73,302
17805,20181101,5,6,1,74,266
17806,20181101,5,6,1,76,2928
17807,20181101,5,6,1,77,655
17808,20181101,5,6,1,78,197
17809,20181101,5,6,1,80,772
17810,20181101,5,6,1,81,478
17811,20181101,5,6,1,82,48
17812,20181101,5,6,1,83,167
17813,20181101,5,6,1,84,144
17814,20181101,5,6,1,85,134
17815,20181101,5,6,1,87,675
17816,20181101,5,6,1,89,187
17817,20181101,5,6,1,90,288
17818,20181101,5,6,1,91,-230
17819,20181101,5,6,1,92,384
17820,20181101,5,6,1,94,44172
17821,20181101,5,6,1,96,10
17822,20181101,5,6,1,97,826
17823,20181101,5,6,1,99,38500
17824,20181101,5,6,1,101,440614
17825,20181101,5,7,1,4,664309
17826,20181101,5,7,1,6,747734
17827,20181101,5,7,1,7,21815
17828,20181101,5,7,1,8,14954
17829,20181101,5,7,1,13,102065
17830,20181101,5,7,1,14,75521
17831,20181101,5,7,1,15,140574
17832,20181101,5,7,1,18,10701
17833,20181101,5,7,1,19,34101
17834,20181101,5,7,1,20,10915
17835,20181101,5,7,1,21,51419
17836,20181101,5,7,1,22,9088
17837,20181101,5,7,1,23,3752
17838,20181101,5,7,1,24,20579
17839,20181101,5,7,1,28,17490
17840,20181101,5,7,1,29,153144
17841,20181101,5,7,1,31,50764
17842,20181101,5,7,1,32,26763
17843,20181101,5,7,1,33,20571
17844,20181101,5,7,1,34,48677
17845,20181101,5,7,1,35,160287
17846,20181101,5,7,1,37,141611
17847,20181101,5,7,1,38,23934
17848,20181101,5,7,1,39,49815
17849,20181101,5,7,1,40,25524
17850,20181101,5,7,1,43,505481
17851,20181101,5,7,1,46,812338
17852,20181101,5,7,1,100,17999
17853,20181101,6,1,1,60,24865
17854,20181101,6,1,1,61,3061
17855,20181101,6,1,1,62,2296
17856,20181101,6,1,1,65,342
17857,20181101,6,1,1,66,311
17858,20181101,6,1,1,67,157
17859,20181101,6,1,1,68,116
17860,20181101,6,1,1,69,34
17861,20181101,6,1,1,71,54
17862,20181101,6,1,1,73,210
17863,20181101,6,1,1,74,179
17864,20181101,6,1,1,76,240
17865,20181101,6,1,1,77,432
17866,20181101,6,1,1,78,125
17867,20181101,6,1,1,80,509
17868,20181101,6,1,1,81,315
17869,20181101,6,1,1,82,32
17870,20181101,6,1,1,83,113
17871,20181101,6,1,1,84,100
17872,20181101,6,1,1,85,91
17873,20181101,6,1,1,87,416
17874,20181101,6,1,1,89,233
17875,20181101,6,1,1,90,359
17876,20181101,6,1,1,91,-287
17877,20181101,6,1,1,92,479
17878,20181101,6,1,1,96,11
17879,20181101,6,2,1,12,102841
17880,20181101,6,2,1,60,8062
17881,20181101,6,2,1,61,910
17882,20181101,6,2,1,62,662
17883,20181101,6,2,1,65,87
17884,20181101,6,2,1,66,79
17885,20181101,6,2,1,67,41
17886,20181101,6,2,1,68,30
17887,20181101,6,2,1,69,9
17888,20181101,6,2,1,71,13
17889,20181101,6,2,1,73,55
17890,20181101,6,2,1,74,148
17891,20181101,6,2,1,76,64
17892,20181101,6,2,1,77,116
17893,20181101,6,2,1,78,42
17894,20181101,6,2,1,80,140
17895,20181101,6,2,1,81,87
17896,20181101,6,2,1,82,9
17897,20181101,6,2,1,83,32
17898,20181101,6,2,1,84,28
17899,20181101,6,2,1,85,25
17900,20181101,6,2,1,87,113
17901,20181101,6,2,1,89,66
17902,20181101,6,2,1,90,101
17903,20181101,6,2,1,91,-81
17904,20181101,6,2,1,92,135
17905,20181101,6,2,1,96,3
17906,20181101,6,3,1,10,2003586
17907,20181101,6,3,1,11,1115146
17908,20181101,6,3,1,60,27427
17909,20181101,6,3,1,61,3095
17910,20181101,6,3,1,62,2251
17911,20181101,6,3,1,65,363
17912,20181101,6,3,1,66,330
17913,20181101,6,3,1,67,167
17914,20181101,6,3,1,68,126
17915,20181101,6,3,1,69,36
17916,20181101,6,3,1,71,52
17917,20181101,6,3,1,73,230
17918,20181101,6,3,1,74,179
17919,20181101,6,3,1,76,260
17920,20181101,6,3,1,77,467
17921,20181101,6,3,1,78,136
17922,20181101,6,3,1,80,561
17923,20181101,6,3,1,81,347
17924,20181101,6,3,1,82,36
17925,20181101,6,3,1,83,125
17926,20181101,6,3,1,84,112
17927,20181101,6,3,1,85,100
17928,20181101,6,3,1,87,454
17929,20181101,6,3,1,89,259
17930,20181101,6,3,1,90,399
17931,20181101,6,3,1,91,-319
17932,20181101,6,3,1,92,532
17933,20181101,6,3,1,96,12
17934,20181101,6,4,1,60,14466
17935,20181101,6,4,1,61,1782
17936,20181101,6,4,1,62,1039
17937,20181101,6,4,1,65,151
17938,20181101,6,4,1,66,137
17939,20181101,6,4,1,67,71
17940,20181101,6,4,1,68,53
17941,20181101,6,4,1,69,15
17942,20181101,6,4,1,71,22
17943,20181101,6,4,1,73,102
17944,20181101,6,4,1,74,141
17945,20181101,6,4,1,76,123
17946,20181101,6,4,1,77,222
